Isolate ID,Host,Collection date,Size (Mb),Scaffolds,GC Content,CDS,Host disease,Level,BioProject Accession,BioSample Accession,Assembly Accession,Location,Isolation source,Isolation type,Additional Metadata
BWH_976_E_col,Homo sapiens,2023,5.14533,84.0,,,Urinary tract infection,Contig,,SAMN36726422,GCA_032338235.2,USA:Boston,urine,clinical,
BWH_977_E_col,Homo sapiens,2022,5.25969,74.0,,,Urinary tract infection,Contig,,SAMN36729155,GCA_032332195.2,USA:Boston,urine,clinical,
BWH_982_E_col,Homo sapiens,2023,5.15168,74.0,,,Urinary tract infection,Contig,,SAMN36727336,GCA_032333735.2,USA:Boston,urine,clinical,
BWH_983_E_col,Homo sapiens,2023,5.39204,100.0,,,Urinary tract infection,Contig,,SAMN36726481,GCA_032338655.2,USA:Boston,urine,clinical,
BWH_984_E_col,Homo sapiens,2023,5.10936,86.0,,,Urinary tract infection,Contig,,SAMN36726693,GCA_032336875.2,USA:Boston,urine,clinical,
BWH_989_E_col,Homo sapiens,2023,5.10505,41.0,,,Urinary tract infection,Contig,,SAMN36729163,GCA_032332255.2,USA:Boston,urine,clinical,
BWH_994_E_col,Homo sapiens,2023,5.1275,58.0,,,Urinary tract infection,Contig,,SAMN36728992,GCA_032328775.2,USA:Boston,urine,clinical,
BWH_997_E_col,Homo sapiens,2023,5.32933,87.0,,,Urinary tract infection,Contig,,SAMN36726683,GCA_032336615.2,USA:Boston,urine,clinical,
BWH_998_E_col,Homo sapiens,2023,5.65936,106.0,,,Urinary tract infection,Contig,,SAMN36728981,GCA_032331935.2,USA:Boston,urine,clinical,
C31,Homo sapiens,2022-07-28 00:00:00,5.33377,4.0,50.783,4955.0,urine infection,Complete,PRJNA863061 ,SAMN30011701,GCA_024579775.1,Singapore,urine,clinical,
C39,Homo sapiens,missing,5.37633,307.0,50.6,5024.0,Urinary tract infection,Contig,PRJNA609897,SAMN14262008,GCA_013606965.1,Spain:Barcelona,missing,clinical,
C41,Homo sapiens,missing,5.63136,257.0,50.3,5059.0,Urinary tract infection,Contig,PRJNA609897,SAMN14262009,GCA_013606935.1,Spain:Barcelona,missing,clinical,
C56,Homo sapiens,missing,5.17831,163.0,50.5,4738.0,Urinary tract infection,Contig,PRJNA609897,SAMN14262013,GCA_013606895.1,Spain:Barcelona,missing,clinical,
C63,Homo sapiens,missing,5.00007,188.0,50.7,4579.0,Urinary tract infection,Contig,PRJNA609897,SAMN14262016,GCA_013606725.1,Spain:Barcelona,missing,clinical,
C64,Homo sapiens,missing,5.41239,274.0,50.7,5066.0,Urinary tract infection,Contig,PRJNA609897,SAMN14262017,GCA_013606695.1,Spain:Barcelona,missing,clinical,
CFT073,Homo sapiens,,5.2,1.0,50.5,5379.0,,Complete,PRJNA313,SAMN02604094,GCA_000007445.1,,,clinical,
CFT073_,Homo sapiens,	2016-12-06,4.7,1.0,51.0,4341.0,Urinary tract infection,Complete,PRJNA389368,SAMN07196153,GCA_003028795.1,"	Pakistan: Sheikh Zaid Hospital, Lahore",urine,clinical,
CH611_eco,Homo sapiens,	2015-07-21,4.9,2.0,51.0,4562.0,intra-abdominal infections,Complete,PRJNA330764,SAMN05969695,GCA_002125925.1,	China: Guangzhou,urine from cystosomy,clinical,
CHL5009T,Homo sapiens,	2017-10,5.2,8.0,50.5,4979.0,Urinary tract infection,Complete,PRJNA495393,SAMN10225034,GCA_003666405.1,New Zealand: Christchurch,urine,clinical,
CLSC36,Homo sapiens,2005-09-26 00:00:00,5.3,2.0,50.5,4759.0,cystitis,Complete,PRJNA551561,SAMN12158196,GCA_006777045.1,	Canada: Montreal,	urine from healthy adult with cystitis,clinical,
CMZE001,Homo sapiens,2020,5.13485,257.0,,,Urinary Tract Infections,Contig,,SAMN35442778,GCA_031489455.1,Japan,blood,clinical,
CMZE002,Homo sapiens,2020,5.1456,137.0,,,Urinary Tract Infections,Contig,,SAMN35442779,GCA_031489435.1,Japan,blood,clinical,
CMZE003,Homo sapiens,2020,5.29963,185.0,,,Urinary Tract Infections,Contig,,SAMN35442780,GCA_031490155.1,Japan,urine,clinical,
CMZE004,Homo sapiens,2020,5.25336,137.0,,,Urinary Tract Infections,Contig,,SAMN35442781,GCA_031490375.1,Japan,urine,clinical,
CMZE005,Homo sapiens,2020,4.83141,131.0,,,Urinary Tract Infections,Contig,,SAMN35442782,GCA_031490595.1,Japan,urine,clinical,
CMZE006,Homo sapiens,2020,5.26268,169.0,,,Urinary Tract Infections,Contig,,SAMN35442783,GCA_031490815.1,Japan,urine,clinical,
CMZE007,Homo sapiens,2020,5.0741,120.0,,,Urinary Tract Infections,Contig,,SAMN35442784,GCA_031491335.1,Japan,blood,clinical,
CMZE008,Homo sapiens,2020,5.31076,139.0,,,Urinary Tract Infections,Contig,,SAMN35442785,GCA_031491575.1,Japan,urine,clinical,
CMZE009,Homo sapiens,2021,5.36975,123.0,,,Urinary Tract Infections,Contig,,SAMN35442786,GCA_031491755.1,Japan,blood,clinical,
CMZE010,Homo sapiens,2020,5.07354,179.0,,,Urinary Tract Infections,Contig,,SAMN35442787,GCA_031490995.1,Japan,urine,clinical,
CMZE011,Homo sapiens,2021,5.18564,139.0,,,Urinary Tract Infections,Contig,,SAMN35442788,GCA_031489475.1,Japan,blood,clinical,
CMZE012,Homo sapiens,2021,5.27915,179.0,,,Urinary Tract Infections,Contig,,SAMN35442789,GCA_031489695.1,Japan,blood,clinical,
CMZE013,Homo sapiens,2021,5.44346,176.0,,,Urinary Tract Infections,Contig,,SAMN35442790,GCA_031489925.1,Japan,blood,clinical,
CMZE014,Homo sapiens,2020,5.32859,121.0,,,Urinary Tract Infections,Contig,,SAMN35442791,GCA_031490015.1,Japan,blood,clinical,
CMZE015,Homo sapiens,2020,5.07014,77.0,,,Urinary Tract Infections,Contig,,SAMN35442792,GCA_031490035.1,Japan,urine,clinical,
CMZE017,Homo sapiens,2020,5.20649,93.0,,,Urinary Tract Infections,Contig,,SAMN35442793,GCA_031490055.1,Japan,urine,clinical,
CMZE018,Homo sapiens,2020,5.3296,134.0,,,Urinary Tract Infections,Contig,,SAMN35442794,GCA_031490075.1,Japan,blood,clinical,
CMZE019,Homo sapiens,2021,5.072,89.0,,,Urinary Tract Infections,Contig,,SAMN35442795,GCA_031490095.1,Japan,urine,clinical,
CMZE020,Homo sapiens,2021,5.16098,99.0,,,Urinary Tract Infections,Contig,,SAMN35442796,GCA_031490115.1,Japan,urine,clinical,
CMZE022,Homo sapiens,2020,5.0502,107.0,,,Urinary Tract Infections,Contig,,SAMN35442797,GCA_031490135.1,Japan,urine,clinical,
CMZE023,Homo sapiens,2020,4.9577,107.0,,,Urinary Tract Infections,Contig,,SAMN35442798,GCA_031490185.1,Japan,blood,clinical,
CMZE024,Homo sapiens,2020,5.17719,133.0,,,Urinary Tract Infections,Contig,,SAMN35442799,GCA_031490175.1,Japan,urine,clinical,
CMZE025,Homo sapiens,2020,5.20297,122.0,,,Urinary Tract Infections,Contig,,SAMN35442800,GCA_031490215.1,Japan,urine,clinical,
CMZE026,Homo sapiens,2020,5.28785,140.0,,,Urinary Tract Infections,Contig,,SAMN35442801,GCA_031490235.1,Japan,urine,clinical,
CMZE027,Homo sapiens,2020,5.06567,102.0,,,Urinary Tract Infections,Contig,,SAMN35442802,GCA_031490255.1,Japan,urine,clinical,
CMZE028,Homo sapiens,2020,5.2577,186.0,,,Urinary Tract Infections,Contig,,SAMN35442803,GCA_031490295.1,Japan,urine,clinical,
CMZE029,Homo sapiens,2020,5.22109,146.0,,,Urinary Tract Infections,Contig,,SAMN35442804,GCA_031490275.1,Japan,urine,clinical,
CMZE030,Homo sapiens,2020,5.18868,110.0,,,Urinary Tract Infections,Contig,,SAMN35442805,GCA_031490315.1,Japan,urine,clinical,
CMZE031,Homo sapiens,2020,5.15654,104.0,,,Urinary Tract Infections,Contig,,SAMN35442806,GCA_031490335.1,Japan,urine,clinical,
CMZE032,Homo sapiens,2020,5.42845,126.0,,,Urinary Tract Infections,Contig,,SAMN35442807,GCA_031490355.1,Japan,urine,clinical,
CMZE033,Homo sapiens,2021,5.22614,122.0,,,Urinary Tract Infections,Contig,,SAMN35442808,GCA_031490415.1,Japan,blood,clinical,
CMZE034,Homo sapiens,2021,5.05163,91.0,,,Urinary Tract Infections,Contig,,SAMN35442809,GCA_031490435.1,Japan,urine,clinical,
CMZE036,Homo sapiens,2020,5.24842,89.0,,,Urinary Tract Infections,Contig,,SAMN35442810,GCA_031490395.1,Japan,urine,clinical,
CMZE040,Homo sapiens,2020,4.88776,157.0,,,Urinary Tract Infections,Contig,,SAMN35442811,GCA_031490455.1,Japan,urine,clinical,
CMZE042,Homo sapiens,2021,5.18368,221.0,,,Urinary Tract Infections,Contig,,SAMN35442812,GCA_031490475.1,Japan,urine,clinical,
CMZE043,Homo sapiens,2020,5.52846,192.0,,,Urinary Tract Infections,Contig,,SAMN35442813,GCA_031490495.1,Japan,blood,clinical,
CMZE044,Homo sapiens,2020,5.13526,99.0,,,Urinary Tract Infections,Contig,,SAMN35442814,GCA_031490535.1,Japan,urine,clinical,
CMZE045,Homo sapiens,2020,5.2461,116.0,,,Urinary Tract Infections,Contig,,SAMN35442815,GCA_031490515.1,Japan,blood,clinical,
CMZE046,Homo sapiens,2020,5.18529,118.0,,,Urinary Tract Infections,Contig,,SAMN35442816,GCA_031490555.1,Japan,blood,clinical,
CMZE047,Homo sapiens,2020,5.33824,125.0,,,Urinary Tract Infections,Contig,,SAMN35442817,GCA_031490575.1,Japan,blood,clinical,
CMZE048,Homo sapiens,2020,5.06262,89.0,,,Urinary Tract Infections,Contig,,SAMN35442818,GCA_031490615.1,Japan,blood,clinical,
CMZE049,Homo sapiens,2020,4.9708,103.0,,,Urinary Tract Infections,Contig,,SAMN35442819,GCA_031490635.1,Japan,urine,clinical,
CMZE050,Homo sapiens,2020,5.38784,112.0,,,Urinary Tract Infections,Contig,,SAMN35442820,GCA_031490655.1,Japan,blood,clinical,
CMZE051,Homo sapiens,2020,5.12535,80.0,,,Urinary Tract Infections,Contig,,SAMN35442821,GCA_031490675.1,Japan,urine,clinical,
CMZE052,Homo sapiens,2020,5.01987,70.0,,,Urinary Tract Infections,Contig,,SAMN35442822,GCA_031490695.1,Japan,blood,clinical,
CMZE053,Homo sapiens,2020,5.33299,127.0,,,Urinary Tract Infections,Contig,,SAMN35442823,GCA_031490715.1,Japan,blood,clinical,
CMZE054,Homo sapiens,2020,5.01747,93.0,,,Urinary Tract Infections,Contig,,SAMN35442824,GCA_031490735.1,Japan,blood,clinical,
CMZE055,Homo sapiens,2020,5.15619,84.0,,,Urinary Tract Infections,Contig,,SAMN35442825,GCA_031490755.1,Japan,blood,clinical,
CMZE056,Homo sapiens,2020,4.82402,116.0,,,Urinary Tract Infections,Contig,,SAMN35442826,GCA_031490795.1,Japan,blood,clinical,
CMZE057,Homo sapiens,2020,5.192,115.0,,,Urinary Tract Infections,Contig,,SAMN35442827,GCA_031490775.1,Japan,blood,clinical,
CMZE058,Homo sapiens,2020,5.35984,115.0,,,Urinary Tract Infections,Contig,,SAMN35442828,GCA_031490835.1,Japan,blood,clinical,
CMZE059,Homo sapiens,2020,5.08498,88.0,,,Urinary Tract Infections,Contig,,SAMN35442829,GCA_031490855.1,Japan,urine,clinical,
CMZE060,Homo sapiens,2020,5.00642,60.0,,,Urinary Tract Infections,Contig,,SAMN35442830,GCA_031491195.1,Japan,urine,clinical,
CMZE061,Homo sapiens,2020,5.21408,139.0,,,Urinary Tract Infections,Contig,,SAMN35442831,GCA_031491215.1,Japan,urine,clinical,
CMZE062,Homo sapiens,2020,5.28226,101.0,,,Urinary Tract Infections,Contig,,SAMN35442832,GCA_031491235.1,Japan,urine,clinical,
CMZE063,Homo sapiens,2020,5.21792,82.0,,,Urinary Tract Infections,Contig,,SAMN35442833,GCA_031491255.1,Japan,blood,clinical,
CMZE064,Homo sapiens,2020,5.18909,120.0,,,Urinary Tract Infections,Contig,,SAMN35442834,GCA_031491275.1,Japan,urine,clinical,
CMZE065,Homo sapiens,2020,5.19833,88.0,,,Urinary Tract Infections,Contig,,SAMN35442835,GCA_031491295.1,Japan,blood,clinical,
CMZE066,Homo sapiens,2020,5.11067,110.0,,,Urinary Tract Infections,Contig,,SAMN35442836,GCA_031491315.1,Japan,urine,clinical,
CMZE067,Homo sapiens,2020,5.19468,98.0,,,Urinary Tract Infections,Contig,,SAMN35442837,GCA_031491355.1,Japan,blood,clinical,
CMZE068,Homo sapiens,2020,5.13257,105.0,,,Urinary Tract Infections,Contig,,SAMN35442838,GCA_031491395.1,Japan,urine,clinical,
CMZE069,Homo sapiens,2020,5.37901,105.0,,,Urinary Tract Infections,Contig,,SAMN35442839,GCA_031491415.1,Japan,blood,clinical,
CMZE070,Homo sapiens,2021,5.28117,128.0,,,Urinary Tract Infections,Contig,,SAMN35442840,GCA_031491375.1,Japan,urine,clinical,
CMZE071,Homo sapiens,2021,5.38157,91.0,,,Urinary Tract Infections,Contig,,SAMN35442841,GCA_031491435.1,Japan,blood,clinical,
CMZE072,Homo sapiens,2021,5.31758,175.0,,,Urinary Tract Infections,Contig,,SAMN35442842,GCA_031491455.1,Japan,urine,clinical,
CMZE073,Homo sapiens,2020,4.9044,95.0,,,Urinary Tract Infections,Contig,,SAMN35442843,GCA_031491475.1,Japan,urine,clinical,
CMZE074,Homo sapiens,2020,5.26014,114.0,,,Urinary Tract Infections,Contig,,SAMN35442844,GCA_031491495.1,Japan,blood,clinical,
CMZE076,Homo sapiens,2021,5.12434,89.0,,,Urinary Tract Infections,Contig,,SAMN35442845,GCA_031491515.1,Japan,urine,clinical,
CMZE077,Homo sapiens,2021,5.12634,107.0,,,Urinary Tract Infections,Contig,,SAMN35442846,GCA_031491555.1,Japan,urine,clinical,
CMZE078,Homo sapiens,2021,5.20738,131.0,,,Urinary Tract Infections,Contig,,SAMN35442847,GCA_031491535.1,Japan,urine,clinical,
CMZE079,Homo sapiens,2021,5.05429,104.0,,,Urinary Tract Infections,Contig,,SAMN35442848,GCA_031491615.1,Japan,urine,clinical,
CMZE080,Homo sapiens,2021,4.97653,99.0,,,Urinary Tract Infections,Contig,,SAMN35442849,GCA_031491595.1,Japan,blood,clinical,
CMZE081,Homo sapiens,2021,5.22656,108.0,,,Urinary Tract Infections,Contig,,SAMN35442850,GCA_031491635.1,Japan,blood,clinical,
CMZE082,Homo sapiens,2021,5.00359,140.0,,,Urinary Tract Infections,Contig,,SAMN35442851,GCA_031491655.1,Japan,blood,clinical,
CMZE083,Homo sapiens,2021,5.20603,87.0,,,Urinary Tract Infections,Contig,,SAMN35442852,GCA_031491675.1,Japan,blood,clinical,
CMZE084,Homo sapiens,2021,5.19362,87.0,,,Urinary Tract Infections,Contig,,SAMN35442853,GCA_031491695.1,Japan,blood,clinical,
CMZE085,Homo sapiens,2021,5.09092,91.0,,,Urinary Tract Infections,Contig,,SAMN35442854,GCA_031491715.1,Japan,blood,clinical,
CMZE086,Homo sapiens,2021,5.2215,135.0,,,Urinary Tract Infections,Contig,,SAMN35442855,GCA_031491735.1,Japan,blood,clinical,
CMZE087,Homo sapiens,2021,5.27617,107.0,,,Urinary Tract Infections,Contig,,SAMN35442856,GCA_031491765.1,Japan,blood,clinical,
CMZE088,Homo sapiens,2021,5.18158,167.0,,,Urinary Tract Infections,Contig,,SAMN35442857,GCA_031491795.1,Japan,blood,clinical,
CMZE089,Homo sapiens,2021,5.2968,110.0,,,Urinary Tract Infections,Contig,,SAMN35442858,GCA_031491815.1,Japan,blood,clinical,
CMZE090,Homo sapiens,2021,5.27685,180.0,,,Urinary Tract Infections,Contig,,SAMN35442859,GCA_031491835.1,Japan,blood,clinical,
CMZE091,Homo sapiens,2021,5.09779,106.0,,,Urinary Tract Infections,Contig,,SAMN35442860,GCA_031491855.1,Japan,urine,clinical,
CMZE092,Homo sapiens,2021,5.12778,85.0,,,Urinary Tract Infections,Contig,,SAMN35442861,GCA_031491875.1,Japan,blood,clinical,
CMZE093,Homo sapiens,2021,5.14084,97.0,,,Urinary Tract Infections,Contig,,SAMN35442862,GCA_031491895.1,Japan,urine,clinical,
CMZE094,Homo sapiens,2021,5.06714,106.0,,,Urinary Tract Infections,Contig,,SAMN35442863,GCA_031490895.1,Japan,urine,clinical,
CMZE095,Homo sapiens,2021,5.1263,110.0,,,Urinary Tract Infections,Contig,,SAMN35442864,GCA_031490875.1,Japan,urine,clinical,
CMZE096,Homo sapiens,2021,5.06706,87.0,,,Urinary Tract Infections,Contig,,SAMN35442865,GCA_031490915.1,Japan,urine,clinical,
CMZE097,Homo sapiens,2021,5.09689,103.0,,,Urinary Tract Infections,Contig,,SAMN35442866,GCA_031490935.1,Japan,urine,clinical,
CMZE098,Homo sapiens,2021,5.28327,139.0,,,Urinary Tract Infections,Contig,,SAMN35442867,GCA_031490955.1,Japan,urine,clinical,
CMZE099,Homo sapiens,2021,5.10071,97.0,,,Urinary Tract Infections,Contig,,SAMN35442868,GCA_031490975.1,Japan,urine,clinical,
CMZE100,Homo sapiens,2021,5.15926,121.0,,,Urinary Tract Infections,Contig,,SAMN35442869,GCA_031491035.1,Japan,urine,clinical,
CMZE101,Homo sapiens,2021,5.1581,111.0,,,Urinary Tract Infections,Contig,,SAMN35442870,GCA_031491015.1,Japan,urine,clinical,
CMZE102,Homo sapiens,2021,5.05358,102.0,,,Urinary Tract Infections,Contig,,SAMN35442871,GCA_031491055.1,Japan,urine,clinical,
CMZE103,Homo sapiens,2021,5.13023,84.0,,,Urinary Tract Infections,Contig,,SAMN35442872,GCA_031491095.1,Japan,blood,clinical,
CMZE104,Homo sapiens,2021,5.13754,123.0,,,Urinary Tract Infections,Contig,,SAMN35442873,GCA_031491075.1,Japan,urine,clinical,
CMZE105,Homo sapiens,2021,5.21848,98.0,,,Urinary Tract Infections,Contig,,SAMN35442874,GCA_031491135.1,Japan,blood,clinical,
CMZE106,Homo sapiens,2021,5.23764,97.0,,,Urinary Tract Infections,Contig,,SAMN35442875,GCA_031491115.1,Japan,urine,clinical,
CMZE107,Homo sapiens,2021,5.28974,106.0,,,Urinary Tract Infections,Contig,,SAMN35442876,GCA_031491155.1,Japan,blood,clinical,
CMZE108,Homo sapiens,2021,5.12225,109.0,,,Urinary Tract Infections,Contig,,SAMN35442877,GCA_031491175.1,Japan,blood,clinical,
CMZE109,Homo sapiens,2021,5.08352,84.0,,,Urinary Tract Infections,Contig,,SAMN35442878,GCA_031489495.1,Japan,urine,clinical,
CMZE110,Homo sapiens,2021,5.11926,147.0,,,Urinary Tract Infections,Contig,,SAMN35442879,GCA_031489515.1,Japan,blood,clinical,
CMZE111,Homo sapiens,2021,5.26927,108.0,,,Urinary Tract Infections,Contig,,SAMN35442880,GCA_031489555.1,Japan,blood,clinical,
CMZE112,Homo sapiens,2021,5.28592,120.0,,,Urinary Tract Infections,Contig,,SAMN35442881,GCA_031489535.1,Japan,blood,clinical,
CMZE113,Homo sapiens,2021,5.08315,85.0,,,Urinary Tract Infections,Contig,,SAMN35442882,GCA_031489575.1,Japan,blood,clinical,
CMZE114,Homo sapiens,2021,5.51239,168.0,,,Urinary Tract Infections,Contig,,SAMN35442883,GCA_031489595.1,Japan,blood,clinical,
CMZE115,Homo sapiens,2021,5.23602,87.0,,,Urinary Tract Infections,Contig,,SAMN35442884,GCA_031489615.1,Japan,urine,clinical,
CMZE116,Homo sapiens,2021,5.31543,107.0,,,Urinary Tract Infections,Contig,,SAMN35442885,GCA_031489635.1,Japan,blood,clinical,
CMZE117,Homo sapiens,2021,5.05976,75.0,,,Urinary Tract Infections,Contig,,SAMN35442886,GCA_031489655.1,Japan,urine,clinical,
CMZE118,Homo sapiens,2021,5.34386,150.0,,,Urinary Tract Infections,Contig,,SAMN35442887,GCA_031489675.1,Japan,urine,clinical,
CMZE119,Homo sapiens,2021,5.12113,119.0,,,Urinary Tract Infections,Contig,,SAMN35442888,GCA_031489735.1,Japan,urine,clinical,
CMZE120,Homo sapiens,2021,5.04863,102.0,,,Urinary Tract Infections,Contig,,SAMN35442889,GCA_031489715.1,Japan,urine,clinical,
CMZE121,Homo sapiens,2021,5.49004,144.0,,,Urinary Tract Infections,Contig,,SAMN35442890,GCA_031489775.1,Japan,urine,clinical,
CMZE123,Homo sapiens,2021,5.25118,83.0,,,Urinary Tract Infections,Contig,,SAMN35442891,GCA_031489755.1,Japan,urine,clinical,
CMZE125,Homo sapiens,2021,5.11941,75.0,,,Urinary Tract Infections,Contig,,SAMN35442892,GCA_031489795.1,Japan,urine,clinical,
CMZE127,Homo sapiens,2021,5.29268,117.0,,,Urinary Tract Infections,Contig,,SAMN35442893,GCA_031489815.1,Japan,urine,clinical,
CMZE128,Homo sapiens,2021,5.0307,95.0,,,Urinary Tract Infections,Contig,,SAMN35442894,GCA_031489875.1,Japan,urine,clinical,
CMZE129,Homo sapiens,2021,5.07353,93.0,,,Urinary Tract Infections,Contig,,SAMN35442895,GCA_031489835.1,Japan,urine,clinical,
CMZE130,Homo sapiens,2021,5.1286,71.0,,,Urinary Tract Infections,Contig,,SAMN35442896,GCA_031489855.1,Japan,urine,clinical,
CMZE131,Homo sapiens,2021,5.08557,90.0,,,Urinary Tract Infections,Contig,,SAMN35442897,GCA_031489915.1,Japan,urine,clinical,
CMZE132,Homo sapiens,2021,4.97009,85.0,,,Urinary Tract Infections,Contig,,SAMN35442898,GCA_031489895.1,Japan,urine,clinical,
CMZE133,Homo sapiens,2021,5.00778,112.0,,,Urinary Tract Infections,Contig,,SAMN35442899,GCA_031489955.1,Japan,urine,clinical,
CMZE134,Homo sapiens,2021,5.15977,118.0,,,Urinary Tract Infections,Contig,,SAMN35442900,GCA_031489995.1,Japan,urine,clinical,
CMZE135,Homo sapiens,2021,5.13226,101.0,,,Urinary Tract Infections,Contig,,SAMN35442901,GCA_031489975.1,Japan,urine,clinical,
Combat11I9,Homo sapiens,2004-10,5.6,5.0,50.5,5329.0,urinary infection,Complete,PRJNA361032,SAMN07187744,GCA_002952095.1,Hong Kong,urine,clinical,
Combat13F7,Homo sapiens,2004-10,5.1,5.0,50.5,4916.0,urinary infection,Complete,PRJNA361032,SAMN06219547,GCA_002951695.1,Hong Kong,urine,clinical,
Combat2C1,Homo sapiens,2004-07,5.3,2.0,50.5,5111.0,urinary  infection,Complete,PRJNA361032,SAMN06219546,GCA_002951675.1,Hong Kong,urine,clinical,
CORE_Eco1,Homo sapiens,2016-12-18,5.12146,93.0,50.5,4643.0,urinary tract infection,Contig,PRJNA699920,SAMN17928619,GCA_019351875.1,USA: Michigan,urine,clinical,
CORE_Eco3,Homo sapiens,2017-01-30,5.06774,177.0,50.6,4581.0,urinary tract infection,Contig,PRJNA699920,SAMN17928621,GCA_019351805.1,USA: Michigan,urine,clinical,
CPO077,Homo sapiens,2018-05-13,,,,,Urinary Tract Infection,Contig,,SAMN35004768,GCA_030284305.1,Australia:Melbourne,urine,clinical,
CPO083,Homo sapiens,2018-04-25,,,,,Urinary Tract Infection,Contig,,SAMN35004770,GCA_030284265.1,Australia:Melbourne,urine,clinical,
CPO114,Homo sapiens,2017-01-05,,,,,Urinary Tract Infection,Contig,,SAMN35004776,GCA_030284145.1,Australia:Melbourne,urine,clinical,
CPO122,Homo sapiens,2016-10-30,,,,,Urinary Tract Infection,Contig,,SAMN35004777,GCA_030284095.1,Australia:Melbourne,urine,clinical,
CPO124,Homo sapiens,2016-09-07,,,,,Urinary Tract Infection,Contig,,SAMN35004778,GCA_030284065.1,Australia:Melbourne,urine,clinical,
CPO195,Homo sapiens,2019-02-27,,,,,Urinary Tract Infection,Contig,,SAMN35004781,GCA_030294265.1,Australia:Melbourne,urine,clinical,
CPO478,Homo sapiens,2004-07-15,,,,,Urinary tract infection,Contig,,SAMN32721543,GCA_030183635.2,Australia: Melbourne,urine,clinical,
CPO526,Homo sapiens,2005-06-24,,,,,Urinary tract infection,Contig,,SAMN32721542,GCA_030183145.2,Australia: Melbourne,urine,clinical,
CQ7,Homo sapiens,2015,5.12338,95.0,50.6,4790.0,urinary tract infection,Contig,PRJNA817285,SAMN26754303,GCA_022808455.1,Argentina: Buenos Aires,missing,clinical,
CRE1,Homo sapiens,2014-06,5.3,5.0,50.5,4766.0,urinary tract infection,Complete,PRJNA508823,SAMN10531472,GCA_004135775.1,Thailand:Chiang Mai,urine,clinical,
CRE1345,Homo sapiens,2015,5.20193,285.0,50.6,4715.0,Urinary Tract Infection,Contig,PRJNA541194,SAMN11579679,GCA_018095265.1,Malaysia: Kuala Lumpur,urine,clinical,
CRE747,Homo sapiens,2014,5.56703,265.0,50.4,5146.0,Urinary Tract Infection,Contig,PRJNA541194,SAMN11579689,GCA_018094925.1,Malaysia: Kuala Lumpur,urine,clinical,
CREC 3,Homo sapiens,2022-05-22,,,,,Urinary tract infection,Contig,,SAMN39291013,GCA_035818495.1,India: Chennai,urine,clinical,
CREC 4,Homo sapiens,2022-05-06,,,,,Urinary tract infection,Contig,,SAMN39402020,GCA_036440975.1,India: Chennai,urine,clinical,
CREC 5,Homo sapiens,2022-05-04,,,,,Urinary tract infection,Contig,,SAMN39402434,GCA_036440935.1,India: Chennai,urine,clinical,
CREC-1,Homo sapiens,2020-12-24,4.93199,153.0,50.7,4458.0,UTI,Contig,PRJNA754036,SAMN20721398,GCA_019711715.1,"India: Tamil Nadu, Chennai, Ashok Nagar",urine,clinical,
CREC-2,Homo sapiens,2022-05-02,4.90641,162.0,50.6,4597.0,UTI,Contig,PRJNA860827,SAMN29866075,GCA_024581095.1,"India: Tamil Nadu, Chennai, Ashok Nagar",urine,clinical,
CREC-8,Homo sapiens,2024-01-03,,,,,Urinary tract infection,Contig,,SAMN41447234,GCA_039832235.1,India: Chennai,urine,clinical,
CREC-9,Homo sapiens,2024-01-03,,,,,Urinary tract infection,Contig,,SAMN40910138,GCA_038182005.1,India: Chennai,urine,clinical,
CUIB1,Homo sapiens,2021-10-05 00:00:00,5.5,12.0,50.5,,UTI,Contig,PRJNA956226,SAMN34205701,GCA_029964605.1,Pakistan,urine,clinical,
D1,Homo sapiens,missing,5.27171,232.0,50.7,4900.0,Urinary tract infection,Contig,PRJNA609897,SAMN14262018,GCA_013606635.1,Spain:Sevilla,missing,clinical,
D36,Homo sapiens,missing,5.03907,496.0,50.7,4657.0,Urinary tract infection,Contig,PRJNA609897,SAMN14262021,GCA_013606465.1,Spain:Sevilla,missing,clinical,
E. coli EC3,Homo sapiens,2020,4.65404,45.0,,,Urinary tract infection,Contig,,SAMN17050114,GCA_029584385.1,Australia,urine,clinical,
E. coli EC4,Homo sapiens,2020,5.06261,106.0,,,Urinary tract infection,Contig,,SAMN17050115,GCA_029583205.1,Australia,urine,clinical,
E. coli EC5,Homo sapiens,2020,5.0062,123.0,,,Urinary tract infection,Contig,,SAMN17050116,GCA_029583245.1,Australia,urine,clinical,
E. coli N15-72,Homo sapiens,2015,5.34066,177.0,,,urinary tract infection,Contig,,SAMN14049539,GCA_029447415.1,China: Ningbo,urine,clinical,
E15,Homo sapiens,Not applicable,,,,,UTI,Contig,,SAMN36408516,GCA_030504515.1,Not applicable,Not applicable,clinical,
E21,Homo sapiens,Not applicable,,,,,UTI,Contig,,SAMN36408517,GCA_030504535.1,Not applicable,Not applicable,clinical,
E24377A,Homo sapiens,2016-12-06 00:00:00,4.7,1.0,50.5,4357.0,urinary tract infection,Complete,PRJNA389368,SAMN07196154,GCA_003028775.1,"Pakistan: Sheikh Zaid Hospital, Lahore",urine,clinical,
E5,Homo sapiens,Not applicable,,,,,UTI,Contig,,SAMN36408515,GCA_030504575.1,Not applicable,Not applicable,clinical,
